term_id,english_term,description,transliteration,native_term
ISMT-4.25.1,"pitta diseases /
diseases due to
derangement of
aẕal humour",A set of 42 diseases caused by derangement of aẕal,"Piccaṭal / pitta nōy /
pitta rōkam","பிச்சடல் /
பிதத தநாய /
பிதத தராகம்"
ISMT-4.25.2,"vitiation of
aẕal humour",,"Pitta kōpam /
pittakkotippu","பிதத தகாபம் /
பிதத்கபகாதிப்பு"
ISMT-4.25.3,"aẕal
predominating period",,"Pittaṅkāl / pittattiṉ
atikāra kālam","பிததஙகால் /
பிததததின
அதிகார காலம்"
ISMT-4.25.4,"state of
increased aẕal",,Kaṉal vēkam,க்ல் தவகம்
ISMT-4.25.5,"nausea due to
increased aẕal",,Pitta arōcikam,பிதத அதரா்சிகம்
ISMT-4.25.6,bilious distemper,"A disease marked by excessive burning sensation in heart,
bitter taste in mouth, excessive thirst, fainting, fits, and
pain in chest",Pitta upari / pittātikkam,"பிதத உபாி /
பிததாதி்ககம்"
ISMT-4.25.7,burning sensation,,Pitta ericcal,பிதத எாிச்சல்
ISMT-4.25.8,"disease of tongue
due to aẕal","A disease in which tongue is coloured yellow and studded
with burred blood-coloured papillae, with burning sensation",Pitta kaṇṭakam,பிதத கணடகம்
ISMT-4.25.9,"excessive
secretion of bile",,Pitta katippu,பிதத கதிப்பு
ISMT-4.25.10,"combination of
aẕal and aiyam",,Pitta kapa tontam,பிதத கப பதாநதம்
ISMT-4.25.11,"disease due to
vitiated aẕal
and aiyam","A disease marked by slight irrigation of throat, cough,
nausea, dryness of tongue, fatigue and excess of phlegm",Pitta kapam nōy,பிதத கபம் தநாய
ISMT-4.25.12,biliary obstruction,A biliary obstruction due to biliary calculus,Pittak karaṭu,பிதத்க கரடு
ISMT-4.25.13,gallstone,,Pittak kal,பிதத்க கல்
ISMT-4.25.14,"increased body
warmth due to aẕal","Excessive warmth of body caused by aggravated condition
of aẕal humour",Pitta kāṅkai,பிதத காஙைக
ISMT-4.25.15,period of aẕal,A period when aẕal is predominant,Pitta kālam,பிதத காலம்
ISMT-4.25.16,bilious disorder,,Pittak kōḷāṟu,பிதத்க தகாளாறு
ISMT-4.25.17,increased aẕal,Excitement and increase of aẕal,Pitta kōpam,பிதத தகாபம்
ISMT-4.25.18,cholerisis,Excretion of bile by liver,Pittak kaẕivu,பிதத்க கழிவு
ISMT-4.25.19,excited aẕal,Excitement and increase of aẕal,Pittak kaṉal,பிதத்க க்ல்
ISMT-4.25.20,giddiness due to aẕal,Giddiness due to excessive aẕal,Pittak kiṟukiṟuppu,பிதத்க கிறுகிறுப்பு
ISMT-4.25.21,cholangitis,Inflammation of bile duct,Pittak kuẕal aẕaṟci,பிதத்க குழல் அழற்்சி
ISMT-4.25.22,oligocholia,Lack or deficiency of bile,Pittak kuṟaivu,பிதத்க குைறவு
ISMT-4.25.23,perpetual sweating,Continuous sweating of body,Pitta calavai,பிதத ்சலைவ
ISMT-4.25.24,"skin disease due to
vitiation of
aẕal and aiyam",,"Pitta cilēṭṭu vicarppi/
paṅkavicarppi","பிதத ்சிதலடடு
வி்சர்ப்பி/
பஙகவி்சர்ப்பி"
ISMT-4.25.25,gastric vertigo,A form of vertigo associated with disorder of stomach,Pitta cuẕaṟci,பிதத சுழற்்சி
ISMT-4.25.26,urticaria/hives,"A skin rash triggered by a reaction to food, medicine or
other irritants",Pitta taṭippu,பிதத தடிப்பு
ISMT-4.25.27,carcinoma of bile duct,,Pitta tārai puṟṟu,பிதத தாைர புற்று
ISMT-4.25.28,bilious temperament,,Pitta tēkak kūṟu,பிதத ததக்க கூறு
ISMT-4.25.29,biliousness,Pathological condition caused by aẕal,Pitta tōṭam,பிதத ததாடம்
ISMT-4.25.30,biliary cirrhosis,"A disease of liver due to obstruction in bile duct resulting in
its distention",Pittat taṭai nōy,பிததத தைட தநாய
ISMT-4.25.31,headache due to aẕal,"A violent and aching pain in head accompanied by a feeling
that scorching vapour is being emitted from nostrils;
ameliorates in night or on application of cold",Pittat talai vali,பிததத தைல வலி
ISMT-4.25.32,premature grey hair,,Pitta narai,பிதத நைர
ISMT-4.25.33,bile,,Pitta nīr/pittu,பிதத நீர்/பிதது
ISMT-4.25.34,"insanity due to
vitiated aẕal",,Pittam piṭittal,பிததம் பிடிததல்
ISMT-4.25.35,cholaemia,Excess bile in blood,Pitta rattam,பிதத ரததம்
ISMT-4.25.36,"pitta disease
with paleness","Characterized by cough, indigestion, constipation, pain in
upper and lower extremities, paleness and swelling; may be
explained by increased vaḷi, and aẕal",Cōkai pittam,த்சாைக பிததம்
ISMT-4.25.37,"pitta disease with
fever and rigor","Characterized by fever, rigor, bitter taste over tongue, oral
ulcer; may be explained by increased vaḷi, and aẕal",Cura pittam,சுர பிததம்
ISMT-4.25.38,"pitta disease with
darkness over face","Characterized by cough, darkness over face, giddiness,
thirst, vomiting, and constipation; may be explained by
increased vaḷi and aẕal",Kāya pittam,காய பிததம்
ISMT-4.25.39,"pitta disease with
heartburn
and vomiting","Characterized by heartburn, fever, headache, avoiding
mother’s milk; may be explained by increased vaḷi and aẕal",Catti pittam,்சததி பிததம்
ISMT-4.25.40,"pitta disease with
fever and sore throat","Characterized by constipation, fever, cough, sore throat,
difficulty in breathing; may be explained by increased aẕal
and increased aiyam",Vīṅku pittam,வீஙகு பிததம்
ISMT-4.25.41,"paediatric pitta
disease with body
pain, giddiness
and belching","Characterized by body pain, numbness, giddiness, belching;
may be explained by increased aẕal and increased aiyam",Perum pittam,பபரும் பிததம்
ISMT-4.25.42,"bleeding disorders
due to increased aẕal","Symptoms of nagging cough with haemoptysis, cachexia,
deflation of lower abdomen, musty odour of saliva and
pain in hip",Utira pittam,உதிர பிததம்
ISMT-4.25.43,"headache due to
increased aẕal","Characterized by tremors in head, body pain and headache,
yellowish discoloration of body, swelling of face and syncope",Cira pittam,்சிர பிததம்
ISMT-4.25.44,"pitta disease with
psychosomatic
symptoms","Characterized by cough with expectoration, increased
warmth and soreness of body, difficulty in breathing,
belching, yellowish stools and sour taste lingering in mouth;
patient is affected mentally, showing clinical features such as
impulsive loud speech, wandering, running, and dancing",Āvuru pittam,ஆவுரு பிததம்
ISMT-4.25.45,"pitta disease with
vestibular disturbance","Characterized by blackish discoloration, spinning of head,
vomiting after a day of intake, sour and bitter taste in mouth,
fatigue, hiccough and abdominal distention",Āmpal pittam,ஆம்பல் பிததம்
ISMT-4.25.46,"pitta disease with
lunatic condition","Characterized by staying dumb in one place without
connecting to outer world, sleepless and stressed; patient
falls sick with increased appetite and heaviness of head","Uṉmatta pittam/ōṭu
pittam/mūṭu pittam/
acāttiya pittam/mārkka
pittam/mūḷai pittam/
vikāra pittam","உனமதத பிததம் /ஓடு
பிததம்/மூடு பிததம் /
அ்சாததிய பிததம் /
மார்்கக பிததம்/மூைள
பிததம்/விகார பிததம்"
ISMT-4.25.47,hepatic coma,"Characterized by drunken behaviour, tremulous, forgetful,
not responding to verbal commands, staying calm and dumb;
yellowish discoloration under tongue and excessive thirst are
other common features",Tamanta pittam,தமநத பிததம்
ISMT-4.25.48,"pitta disease with
thirst and
clouded vision","Characterized by clouded vision, watery eyes and
nystagmus; excessive thirst, dizziness, vomiting and loss of
interest in eating are other common features",Vāta pittam,வாத பிததம்
ISMT-4.25.49,"pitta disease with
bloody diarrhoea","Characterized by abdominal cramps, bloody diarrhoea and
blackish discoloration of stools; patient becomes startled,
pallid and dizzy and suffers from loss of appetite and sore
tongue, causing difficulty in eating",Vaṉṉi pittam,வன்ி பிததம்
ISMT-4.25.50,"pitta disease with
rheumatic pain","Characterized by aching pain in body and throbbing joint
pain, excessive thirst, distress, vomiting with
expectoration of sputum",Curōṇita pittam,சுதராணித பிததம்
ISMT-4.25.51,hypertension,"Characterized by outbursts of anger, a quarrelling nature,
diarrhoea and borborygmus, cognitive impairment, redness
of eye, insomnia and gradual increase in weight",Uratta pitta vātam,உரதத பிதத வாதம்
ISMT-4.25.52,"pitta diseases
associated with
excessive cough",,"Kāca pittam/ cuvāca
pittam / caya pittam","கா்ச பிததம்/ சுவா்ச
பிததம்/்சய பிததம்"
ISMT-4.25.53,"pitta diseases with
gastrointestinal
disturbances",,"Aruci pittam /
mūla pittam /
cartti pittam /
acīraṇa pittam","அரு்சி பிததம் /
மூல பிததம் /
்சர்ததி பிததம் /
அ்சீரண பிததம்"
ISMT-4.25.54,"pitta disease with
symptoms of
peripheral neuritis","Characterized by burning sensation in dorsum and soles of
feet, palmar surface of both hands and thigh, dryness of
nose and ears, tingling sensation over back of trunk and
upper and lower limbs, and dyspnoea",Eri pittam,எாி பிததம்
ISMT-4.25.55,"pitta disease with
diarrhoea leading
to liver abscess","Characterized by borborygmus, diarrhoea, abdominal
discomfort, bloating, pain in flanks, burning sensation and
pain over liver region, thirst, giddiness, ageusia",Aticāra pittam,அதி்சார பிததம்
ISMT-4.25.56,"pitta diseases
associated with
purpura",,"Ratta pittam / cempuṉal
pittam / kuruti aẕal nōy /
cem pittam","ரதத பிததம்/
ப்சம்பு்ல் பிததம்/
குருதி அழல் தநாய/
ப்சம் பிததம்"
ISMT-4.25.57,"pitta disease with
worm infestations","Caused by increased cold in abdominal region with numb
feeling in abdomen, itching all over body, aching pain due to
deranged vaḷi, hard dry stools with constipation and chills,
particularly in leg, stools resemble banana pith, passing of
worms in stools is the specific feature",Kirumi pittam,கிருமி பிததம்
ISMT-4.25.58,"pitta disease due
to poisoning","Caused by bezoar; patient stays calm with generalized
oedema, fatigue, dryness of chest, loss of appetite and
sleeplessness; patient is mentally affected, with
disorientation and severe lower abdominal pain",Maruntīṭu pittam,மருநதீடு பிததம்
ISMT-4.25.59,"paediatric pitta disease
with anaemia","Fever with anaemia, pedal oedema, oliguria and vomiting",Kaṇai pittam,கைண பிததம்
ISMT-4.25.60,"pitta disease with
hypersomnia",,Tūṅku pittam,தூஙகு பிததம்
ISMT-4.25.61,"venereal disease due
to vitiated aẕal",,Mēka pittam,தமக பிததம்
ISMT-4.25.62,giddiness,,Kiṟukiṟuppu,கிறுகிறுப்பு
ISMT-4.25.63,bitterness of mouth,,Vāy kaittal,வாய ைகததல்
ISMT-4.25.64,"burning sensation of
body",,"Tirēkam aẕaṟṟal / mey
erivu / mey aṉal / mēl
ericcal/ uṭampu
erivu/ kāntal","திதரகம் அழற்றல் /
பமய எாிவு / பமய
அ்ல் /தமல் எாிச்சல் /
உடம்பு எாிவு/ காநதல்"
ISMT-4.25.65,"burning
sensation in palm",Due to elevated aẕal,Kaiyerivu/ uḷḷaṅkai ericcal,"ைகபயாிவு/
உளளஙைக எாிச்சல்"
ISMT-4.25.66,"redness due to
inflammation",,"Civanta aẕal/
civanta kāṅkai","்சிவநத அழல் /
்சிவநத காஙைக"
ISMT-4.26.1,"various pathological
states of aiyam",,Kapa pētam,கப தபதம்
ISMT-4.26.2,escalation of aiyam,,"Aiya mūrkkam /
cilēttuma kōpam","ஐய மூர்்ககம் /
்சிதலததும தகாபம்"
ISMT-4.26.3,chronic aiyam disease,Chronic disease due to elevated aiyam,"Nīṭukapam /
nāṭpaṭṭa aiya nōy","நீடுகபம் /
நாடபடட ஐய தநாய"
ISMT-4.26.4,"aiyam disease with
severe cough and
sinusitis","Characterized by sweetish viscid sputum, chills, sinusitis,
rhinorrhea, pallor, mucoid stools, yellowish urine, slow
voiding of urine and body heat","Irumal cilēttumam/
irumal aiya nōy","இருமல் ்சிதலததுமம்/
இருமல் ஐய தநாய"
ISMT-4.26.5,"aiyam disease with
chronic cough","Characterized by vitiation of aiyam, oedematous body
followed by weight gain, feeble pulse, dryness of mouth,
markedly increased aẕal , swelling of nasal bridge, cough,
itching sensation in nose","Kāca cilēttumam /
nāṭpaṭṭa irumal / tollirumal","கா்ச ்சிதலததுமம் /
நாடபடட இருமல் /
பதால்லிருமல்"
ISMT-4.26.6,"aiyam disease
similar to asthma","Characterized by clogged sputum in chest, cough, nasal
congestion, stridor, fever with chills, giddiness, chest
tightness, dryness of mouth, rhinorrhoea and polydipsia","Cuvāca cilēttumam /
iraippu aiya nōy","சுவா்ச ்சிதலததுமம் /
இைரப்பு ஐய தநாய"
ISMT-4.26.7,"aiyam disease with
increased appetite
and weight gain","Characterized by increased appetite, burning sensation
throughout body, severe chest tightness, malaise, warmth,
chills in extremities, heaviness, followed by weight gain and
slimy tongue","Tīpaṉa cilēttumam /
paci aiya nōy","தீப் ்சிதலததுமம் /
ப்சி ஐய தநாய"
ISMT-4.26.8,"aiyam disease with
indigestion","Characterized by dyspepsia, obstructive uropathy,
constipation, nausea, sighing in distress, rigid abdomen,
increased cough, sweating, belching, bitter and
astringent taste","Manta cilēttumam/
manta aiya nōy","மநத ்சிதலததுமம்/
மநத ஐய தநாய"
ISMT-4.26.9,"aiyam disease with
vitiation of vaḷi","Characterized by borborygmus, dysuria, pitting oedema,
darkening of lips and teeth, malaise, polyuria, leucorrhea
and toothache","Vāta cilēttumam /
vāta aiya nōy","வாத ்சிதலததுமம் /
வாத ஐய தநாய"
ISMT-4.26.10,"aiyam disease with
vitiation of aẕal","Characterized by heavy eye, drowsiness, fatigue, loss of
appetite, excessive salivation, clogging of sputum in throat,
cough, sighing in distress and yellowish discoloration of skin","Pitta cilēttu m /
aẕal aiya nōy","பிதத ்சிதலததும /
அழல் ஐய தநாய"
ISMT-4.26.11,"aiyam disease with
vitiation of other
humours","Characterized by warmth, hiccough along with cough,
sighing in distress, fever, fatigue, burning sensation all over
body, loss of appetite, cough with expectoration, and chills
with cutis anserina","Tonta cilēttumam /
irukuṟṟa kalappu
aiya nōy","பதாநத ்சிதலததுமம் /
இருகுற்ற
கலப்பு ஐய தநாய"
ISMT-4.26.12,"aiyam disease
with delirium","Characterized by dryness of tongue followed by blackish
appearance, chills, fever, burning sensation, convulsions,
malaise, dementia and fasciculations in jaw, cheeks, ears,
eyebrows and tip of nose","Caṉṉi cilēttumam /
muppiṇi aiya nōy","்சன்ி ்சிதலததுமம் /
முப்பிணி ஐய தநாய"
ISMT-4.26.13,"aiyam disease with
chronic fever","Characterized by chronic intermittent fever, heaviness of
body followed by malaise, frequent sweating, vomiting
immediately after intake of food, abdominal discomfort,
bloating, dyspnoea, cough, dryness of mouth and thirst","Cura cilēttumam /
cura aiya nōy","சுர ்சிதலததுமம் /
சுர ஐய தநாய"
ISMT-4.26.14,"aiyam disease
with diarrhoea","Characterized by boring pain in abdomen, stabbing pain with
abdominal distention, gurgling sound from chest, reddish
stools, fatigue, diffuse chest pain, dry mouth, cough with
breathlessness, excessive thirst and burning
sensation in body",Aticāra cilēttumam,அதி்சார ்சிதலததுமம்
ISMT-4.26.15,"aiyam disease with
dehydration","Characterized by polydipsia followed by severe dehydration,
frequent concentrated urine excretion, hoarseness of voice,
thick viscid sputum expectoration and toothache",Cala cilēttumam,்சல ்சிதலததுமம்
ISMT-4.26.16,"aiyam disease with
productive cough","Characterized by vitiation of aẕal along with aiyam, and by
cough with expectoration, burning sensation in body, tiring
pain in upper and lower limbs, excessive thirst, binge eating,
occasional burning sensation in eyes and nose, and
chilliness of both limbs",Akkiṉi cilēttumam,அ்ககி்ி ்சிதலததுமம்
ISMT-4.26.17,"aiyam disease similar
to bipolar disorder","Characterized by patient shouting once in a while despite
staying calm most of the time; snoring with stridor, cough
with expectoration, hyperhidrosis and bruxism are other
common features of this disease; patient behaves like a
bipolar person, indulging in impulsive quarrelling despite
being happy",Pūta cilēttumam,பூத ்சிதலததுமம்
ISMT-4.26.18,"aiyam disease
with seizures","Characterized by convulsions, loss of sensation and flaccidity
of body, redness of eye and excessive lacrimation, cough,
emaciation, urinary and faecal incontinence and sighing
in distress","Muyalaka cilēttumam /
muyalaka aiya nōy","முயலக ்சிதலததுமம் /
முயலக ஐய தநாய"
ISMT-4.26.19,"aiyam disease with
psychiatric features","Characterized by staring at something habitually, quarrelling
with a tenacious attitude, clenching of teeth, singing, redness
of eye, blackish discoloration of skin and dry lips","Veṟi cilēttumam /
veṟi aiya nōy","பவறி ்சிதலததுமம் /
பவறி ஐய தநாய"
ISMT-4.26.20,"aiyam disease with
mental depression","Characterized by mental depression such as meaningless
speech, always preoccupied with own thoughts, formication,
singing aimlessly, obsession with women, aversion to food
and sad countenance","Kavalai aiyanōy /
vicāra cilēttumam","கவைல ஐயதநாய /
வி்சார ்சிதலததுமம்"
ISMT-4.26.21,"aiyam disease with
pelvic inflammation","Characterized by diffuse pain in lower limb, back of trunk and
at side of rib cage, pain and swelling in both knees and
elbow joints, coldness, thirst, cough, sighing in distress,
dryness of mouth and sweet taste","Curōṇita cilēṭṭumam /
cūtaka aiya nōy","சுதராணித
்சிதலடடுமம் /
சூதக ஐய தநாய"
ISMT-4.26.22,"aiyam disease with
inflammation and
ulceration of throat","Characterized by ulcer in throat, sputum with pus discharge,
swelling in cervical and occipital regions and cheeks, fever,
chills, burning sensation, whooping cough and oral/
tongue ulcer","Viraṇa cilēttumam /
puṇ aiya nōy","விரண ்சிதலததுமம் /
புண ஐய தநாய"
ISMT-4.26.23,"aiyam disease with
foul-smelling ulcers","Characterized by diffuse ulceration throughout body with pus
and bloody discharge smelling like fish-washed water, loss of
appetite, lower abdominal distention, swollen limbs,
excessive thirst, increased sweating and emaciation",Turkanta cilēttumam,துர்கநத ்சிதலததுமம்
ISMT-4.26.24,"aiyam disease with
persistent cough","Characterized by aiyam vitiation featured by cough and cold,
heavy sneezing, burning sensation and pallor all over body,
nausea, dizziness, and hoarseness of voice",Nitya cilēttumam,நிதய ்சிதலததுமம்
ISMT-4.26.25,"aiyam disease
involving
ear problems",Headache with earache and discharge,Cira cilēttumam,்சிர ்சிதலததுமம்
ISMT-4.26.26,"phlegm accumulation
in chest","Characterized by symptoms of accumulation of serous fluid
or phlegm in chest","Neñcēṟi vanta kapam
/ mārpu caḷi","பநஞத்சறி
வநத கபம் /
மார்பு ்சளி"
ISMT-4.26.27,phlegm in throat,,Kapa kaṇṭam,கப கணடம்
ISMT-4.26.28,"phlegm in throat
and trachea",,"Kapak kaṭṭu /
kapa kaṇṭam","கப்க கடடு /
கப கணடம்"
ISMT-4.26.29,"increased phlegm
due to vitiated
aiyam humour",,Kapap perukku,கபப்பபரு்ககு
ISMT-4.26.30,"diseases due to
derangement of
aiyam humour",,Kapa rōkam,கப தராகம்
ISMT-4.26.31,"person affected by
aiyam disease",,Kapa rōki / kapa vātikaḷ,"கப தராகி /
கப வாதிகள"
ISMT-4.26.32,"acute febrile illness
due to vitiated
aiyam and vaḷi","Characterized by chilliness, sudden rise of temperature,
cough with bloodstained expectoration, hard breathing, pain
in chest or side, free watery discharge from eyes and nose,
difficulty in respiration",Kapa vāta curam,கப வாத சுரம்
ISMT-4.26.33,"disease due to
concerted action
of vaḷi and aiyam",,Kapa vātam,கப வாதம்
ISMT-4.26.34,"person with vitiated
vaḷi and aiyam",,Kapa vātikaḷ,கப வாதிகள
ISMT-4.26.35,"bodily condition
arising from vitiated
blood due to
combined action
of vaḷi and
deranged aiyam","Characterized by numbness, swelling of legs; sometimes
accompanied by excessive itching",Kapavirattam,கபவிரததம்
ISMT-4.26.36,sweet taste in mouth,,Vāyiṉippu,வாயி்ிப்பு
ISMT-5.1.1,Siddha pharmacology,,kuṇapāṭam,குணபாடம்
ISMT-5.1.2,raw drugs,,mūlikai mūlapporuṭkaḷ,"மூலிைக
மூலப்பபாருடகள"
ISMT-5.1.3,"medicinal
preparations",,marunta ceymuṟaikaḷ,"மருநது
ப்சயமுைறகள"
ISMT-5.1.4,quality,,kuṇam,குணம்
ISMT-5.1.5,potency,,vīriyam,வீாியம்
ISMT-5.1.6,"postdigestive
transformation",,pirivu,பிாிவு
ISMT-5.1.7,drug action,,ceykai,ப்சயைக
ISMT-5.1.8,stone mortar,"Mortars are made of black stone (charnockite), red stone,
white stone, yellow stone and green stone; those made of
black stone are superior, while those of white stone are the
least preferred",Kalvam,கல்வம்
ISMT-5.1.9,spoon,,Karaṇṭi,கரணடி
ISMT-5.1.10,shallow earthen lid,A wide-open circular earthen lid,Akal,அகல்
ISMT-5.1.11,phial,A jar with a narrow neck and broad base,Kuppi,குப்பி
ISMT-5.1.12,stopper,Usually has a hole for insertion of a probe,Aṭaippāṉ,அைடப்பான
ISMT-5.1.13,probe,"A thin rod made of steel, used to stir medicines and to check
their consistency during preparation",Calākai,்சலாைக
ISMT-5.1.14,pan,A spherical hollow earthen vessel with a wide mouth,Caṭṭi,்சடடி
ISMT-5.1.15,crucible,"Cup-like container in which medicinal ingredients are
processed and held for smelting",Mūcai/ Kukai,மூை்ச/ குைக
ISMT-5.1.16,"crucible made of five
calcium compounds","A crucible made of a mixture of five kinds of calcium
compounds, obtained by burning each of the following five
substances to ash: cuttlefish bone, rock salt, nitre (mineral
form of potassium nitrate), alum and camphor; crucible thus
prepared can resist extreme heat","Añcu Cuṇṇa Kukai /
Perum kukai","அஞசு சுணண குைக /
பபரும் குைக"
ISMT-5.1.17,clay for crucible,"Clay that is collected from paddy fields is mixed with sand,
charcoal, wood ash and coconut fibre for making
traditional crucibles",Mūcai Maṇ,மூை்ச மண
ISMT-5.1.18,soil-smeared cloth,"A clean, thick cloth over which finely ground soft clay is
smeared on one side; used as a plaster to seal earthenware;
depending on nature of medicine, wheat flour or black gram
flour can be used; lime can also be used alone or in
combination with egg white",Cīlai,்சீைல
ISMT-5.1.19,"piece of cloth coated
with slaked lime","A piece of cloth luted with slaked lime and used for covering
container of medicine which is to be exposed to fire",Cuṇṇāmpu Cīlai,சுணணாம்பு ்சீைல
ISMT-5.1.20,clay sealer,"A cloth smeared with clay used for sealing a vessel and
make it airtight",Maṇaṭai,மண அைட
ISMT-5.1.21,cow dung,"Cow dung is used in the process of detoxifying certain
medicinal substances like croton seeds; also used to make
cow dung cakes",Āverutiṉ cāṇi,ஆபவருதின ்சாணி
ISMT-5.1.22,dung cake,"Dung cake is used in the incineration process; best quality is
made of cow dung; that made of goat dung increases the
potency of drugs; buffalo dung cake is unsuitable; cake
made from foul-odour dung or mixed with straw or dry leaves
is to be avoided; wild cow dung cake is considered of
superior quality.; a dung cake weighs about 70 g and is
circular, approximately 30 cm in diameter and 1.25 cm thick","Varaṭṭi. 1. Iyaṟkai varaṭṭi;
2. Ceyaṟkai varaṭṭi","வரடடி.
1. இயற்ைக வரடடி;
2. ப்சயற்ைக வரடடி"
ISMT-5.1.23,sand,"Sand from riverbed is good; fine sand rapidly absorbs and
spreads heat, whereas coarse sand does not; if more heat is
required for preparation of medicines, fine sand is used; for
moderate heat, coarse sand is used",Maṇal,மணல்
ISMT-5.1.24,firewood,,Viṟaku,விறகு
ISMT-5.1.25,fire,"Combustion is of three types, depending on rate or speed of
flame induced by firewoods: small and slow flame, moderate
flame and high flame",Akkiṉi,அ்ககி்ி
ISMT-5.1.26,slaked lime,"Calcium hydroxide / slaked lime is used for combustion; also
used instead of sand for burning mineral substances to form
calcine; may also be useful for burning in preparation of calx
with yellow arsenic trisulphide",Cuṇṇāmpu,சுணணாம்பு
ISMT-5.1.27,charcoal,"Used when bellows are operated; charcoal from special
types of trees, such as Terminalia belerica, is best for the
preparation of calx",Kari,காி
ISMT-5.1.28,pit,"Dug in ground in a spherical shape, varying in width and
depth from 22.5 cm to 90 cm, depending on quantity of
medicine to be prepared",Kuḻi,குழி
ISMT-5.1.29,hearth,"There are several types: knob hearth with three knobs;
wheel hearth, of circular shape without knobs; wheel hearth
with smoke outlet, wheel hearth with an additional outlet for
smoke; forge hearth, dug in the ground and
attached to bellows",Aṭuppu,அடுப்பு
ISMT-5.1.30,bellows,"Different types of bellows are used in the process of
medicinal preparation.",Turutti,துருததி
ISMT-5.1.31,"fuller's earthenware
bottle","A bottle made of fuller's earth used for calcining or
preserving medicines",Kācikuppi,கா்சிகுப்பி
ISMT-5.1.32,"small earthen-
ware/ metal pot","A small earthenware or metal pot used for preparation
or storage",Kalayam / Ciṟu kaṭam,கலயம் / ்சிறு கடம்
ISMT-5.1.33,"small
cylindrical container","A small cylindrical container; traditionally made of glass,
crystal, ivory, clay, horns of animals, wood or copper",Cimiẕ,்சிமிழ
ISMT-5.1.34,pounder,"A large mortar, usually cylindrical, made of iron or stone, in
which substances are pounded with a long pestle made of
metal or wood",Ural,உரல்
ISMT-5.1.35,cauldron,"A large metal pot with a lid and handle, used for cooking
over an open fire",Kiṭāram,கிடாரம்
ISMT-5.1.36,forceps,"Iron forceps, tongs or pincers",Kuṟaṭu,குறடு
ISMT-5.1.37,cold press for oil,"Equipment used mainly for cold pressing seeds or kernels to
obtain oil; resembles a giant mortar and pestle; worked by
bullocks or mechanically",Cekku,ப்ச்ககு
ISMT-5.1.38,iron ladle,,Ayakkaraṇṭi,அய்ககரணடி
ISMT-5.1.39,silver wire,Thick wire made of silver,Veḷḷikkampi,பவளளி்ககம்பி
ISMT-5.1.40,tubular iron conduit,Tubular iron air-blower,Ayakkuẕal,அய்ககுழல்
ISMT-5.1.41,iron stirrer,Pointed iron stirrer,Ayakkatir,அய்ககதிர்
ISMT-5.1.42,tongs,Instrument for gripping or holding,Iṭukki,இடு்ககி
ISMT-5.1.43,"small bottle for
holding oil",A vial or small bottle for holding oil,Eṇṇey kutti,எணபணய குததி
ISMT-5.1.44,wide-mouthed pot,Vessel used for burying grains,Tāẕi,தாழி
ISMT-5.1.45,equipment,"Mechanical and traditional equipment used in various
processes of medicine preparation",Yantiram,யநதிரம்
ISMT-5.1.46,"disc-shaped
earthenware",Small flat earthenware used as wick lamp,Iṭiñcil,இடிஞ்சில்
ISMT-5.1.47,earthen pan,"A flat-bottomed shallow vessel, made of burnt clay",Caṭṭi,்சடடி
ISMT-5.1.48,inert storage vessel,"A container or vessel, usually made of inert material, for
storing medicine for seasoning and future use; usually made
of earthenware, porcelain, glass, wood, crystal, metals such
as gold, silver, copper and bronze, a mixture of
carbonaceous materials and animal horn",Paraṇi,பரணி
ISMT-5.1.49,"hard shell
used as vessel","Primarily means coconut shell vessel; may also mean vessel
used for storage",Kuṭukkai,குடு்கைக
ISMT-5.1.50,churning stick,,Kirāṭaṅkaḷ,கிராடஙகள
ISMT-5.1.51,narrow neck pot,A pot in which things like honey are stored,Poṟkaṭam,பபாற்கடம்
ISMT-5.1.52,earthen grate,,kaṇappukaḷ,கணப்புகள
ISMT-5.1.53,new pot,,Navapāṇṭam,நவபாணடம்
ISMT-5.1.54,chisel,,Uḷi,உளி
ISMT-5.1.55,"fire obtained by
burning rice husk",,Umi neruppu,உமி பநருப்பு
ISMT-5.1.56,narcotic substance,,Lākiri vattu,லாகிாி வதது
ISMT-5.1.57,rainwater,Rainwater is collected for preparing special formulations,Varuṇa Calam,வருண ்சலம்
ISMT-5.1.58,"organoleptic indicator
of medicine","Characters of a medicine perceived with the five sense
organs; used to confirm the identity of a medicine, ascertain
the quality of a medicine, and distinguish the different stages
during the processes of preparing a medicine",Vaṇṇam,வணணம்
ISMT-5.1.59,synergistic materials,"Substances which are cohesive in raw form (ore), found in
conjunction with other substances; exhibit synergism in
pharmaceutical processes.",NaṭpuCarakku,நடபுச்சர்ககு
ISMT-5.1.60,"surgical instrument
with curved tip",,Cōti,த்சாதி
ISMT-5.2.1,metals and minerals,,tātu vakuppu,தாது வகுப்பு
ISMT-5.2.2,"compound of
three metals","Three metals, viz., lead, tin and zinc; or alternatively
magnetite, mica and tin.",Tirivaṅkacm,திாிவஙகம்
ISMT-5.2.3,"compound of
five metals","Five metals, viz., gold, silver, copper, magnetite and iron",Pañcalōkam,பஞ்சதலாகம்
ISMT-5.2.4,copper,"Copper occurs in nature as metal (native copper) or its
sulfides and oxides; cuprite (copper oxide) is commonly used
in preparation of medicine",Cempu,ப்சம்பு
ISMT-5.2.5,variant of copper,"A variant of copper, possibly sourced from Nepal, considered
purer for medicinal use",Nērpāḷam,தநர்பாளம்
