term_id,english_term,description,transliteration,native_term
IUMT-6.1.139,blood alterative,"Drug which normalizes blood/sanguine in case
of any qualitative or quantitative change",Mu‘addil-i-Dam,مد لِ دّ عم
IUMT-6.1.140,yellow bile alterative,"Drug which normalizes yellow bile in case of any
qualitative or quantitative change",Mu‘addil-i-Ṣafrā’,ءارفص لِ دّ عم
IUMT-6.1.141,phlegm alterative,"Drug which normalizes phlegm in case of any
qualitative or quantitative change",Mu‘addil-i-Balgham,مغلب لِ دّ عم
IUMT-6.1.142,black bile alterative,"Drug which normalizes black bile in case of any
qualitative or quantitative change",Mu‘addil-i-Sawdā’,ءادوس لِ دّ عم
IUMT-6.1.143,blood purifier,"Drug which eliminates toxic, putrefied and waste
products from blood through urine,
stool and sweat",Muṣaffī-i-Dam,"مد یّفصم
ِ"
IUMT-6.1.144,laxative/softener,"Drug which relieves constipation smoothly; a
substance that acts to loosen stool and prevents
or treats constipation",Mulayyin,نّیلم
IUMT-6.1.145,mild laxative,"Drug of mild grade which relieves
constipation smoothly",Mulayyin Khafīf,فیفخ نّیلم
IUMT-6.1.146,Purgative,"Drug which helps in expulsion of morbid
humours in form of loose motions; purgation as
a mode of treatment is generally adopted for
evacuation of morbid humours of stomach,
intestines, liver and joints",Mushil,لھسم
IUMT-6.1.147,strong purgative,"Drug of high potency that excretes morbid
humours of body by inducing watery stool",Mushil Qawī,یوق لھسم
IUMT-6.1.148,mild purgative,"Drug of low potency that excretes morbid
humours of body by inducing diarrhoea","Mushil Ḍa‘īf /
Mushil Khafīf","لھسم / فیعض لھسم
فیفخ"
IUMT-6.1.149,"mild purgative /
tardy purgative",Drug which evacuates bowel contents slowly,Baṭī’ al-Ishāl,لاھسلاا ءطیب
IUMT-6.1.150,quick purgative,Drug which evacuates bowel contents rapidly,Sarī‘ al-Ishāl,لاھسلاا عــــیسر
IUMT-6.1.151,purgative by squeezing,"Drug that excretes morbid humours by
squeezing from neighbouring organs of body
and inducing diarrhoea",Mushil bi’l ‘Aṣr,رصعلاب لھسم
IUMT-6.1.152,purgative by lubrication,"Drug which induces diarrhoea by lubricating
tract and facilitating smooth passage of stool;
lubricating properties of these agents impede
colonic water absorption and permit greater
ease of faecal passage",Mushil bi’l Izlāq,قلازلااب لھسم
IUMT-6.1.153,purgative by liquefaction,"Drug which induces diarrhoea by thinning and
liquefying morbid matter",Mushil bi’l Tarqīq,قیقرتلاب لھسم
IUMT-6.1.154,purgative by absorption,"Drug which excretes morbid humours after
drawing them from neighbouring organs of body
through purgation",Mushil bi’l Jadhb,بذجلاب لھسم
IUMT-6.1.155,purgative by softening,"Drug which softens stool by impairing water
absorption from intestine; in presence of
excessive amount of water, stool is softened,
breaks into small pieces and passes easily",Mushil bi’l Talyīn,نییلتلاب لھسم
IUMT-6.1.156,purgative by dissolution,"Drug which induces diarrhoea by softening and
liquefying hard and solidified morbid matter",Mushil bi’l Idhāba,ۃباذلااب لھسم
IUMT-6.1.157,purgative by relaxation,"Drug which causes diarrhoea by inducing
relaxation in intestinal wall",Mushil bi’l Irkhā’,ءاخرلااب لھسم
IUMT-6.1.158,purgative of phlegm,"Drug which causes evacuation of phlegm
through purgation",Mushil-i-Balgham,مغلب لہسم
IUMT-6.1.159,purgative of yellow bile,"Drug which causes evacuation of yellow bile
through purgation",Mushil-i-Ṣafrā’,ءارفص لہسم
IUMT-6.1.160,purgative of black bile,"Drug which causes evacuation of black bile
through purgation",Mushil-i-Sawdā’,ءادوس لہسم
IUMT-6.1.161,saline purgative,"Saline drug which works by increasing fluid in
small intestine","Mushil Būraqī /
Mushil Māliḥ",حلام لھسم / یقروب لھسم
IUMT-6.1.162,"purgative of phlegm and
yellow and black bile","Drug which causes evacuation of the three
humours, i.e., yellow bile, black bile and phlegm,
through purgation",Mushil-i-Akhlāṭ Thalātha,ہثلاث طلاخا لہسم
IUMT-6.1.163,"drug that
facilitates childbirth",,Musahhil al-Wilāda,ۃدلاولا لھسم
IUMT-6.1.164,appetizer,Drug that promotes appetite,Mushtahī / Mushahhī,یھّ شم / یھتشم
IUMT-6.1.165,digestive,Drug which aids in digestion of food items,Hāḍim,مضاہ
IUMT-6.1.166,"remover of
viscous humour","Drug which, because of its tenuity, penetrates
the surface of an organ and attached viscous
humour and separates the latter from the former",Qāṭi‘-i-Mawād / Muqaṭṭi‘,عطقم / داوم عطاق
IUMT-6.1.167,diluent,"Drug that decreases viscosity of humours and
body fluids",Muraqqiq,قّقرم
IUMT-6.1.168,carminative,"Drug which expels gases from
gastrointestinal tract",Kāsir-i-Riyāḥ,حایر رساک
IUMT-6.1.169,absorbent,"Drug which absorbs excess fluid from
surroundings",Jādhib,بذاج
IUMT-6.1.170,irritant drug,"Drug which causes burning sensation or
irritation in organs",Lādhi‘,عذلا
IUMT-6.1.171,excitative drug,Drug which causes excitement of organs,Muhayyij,جّیھم
IUMT-6.1.172,rubefacient,"Drug which produces redness of surface after
local application by causing dilatation of
capillaries and an increase in local blood
circulation",Muḥammir,رمّ حم
IUMT-6.1.173,itch-producing drug,"Drug which causes irritation/itching sensation on
surface of skin",Muḥakkik / Ḥakkāk,کاکّ ح / ككّ حم
IUMT-6.1.174,"roughness-producing
irritant","Drug that produces roughness and inflammatory
changes at site of contact",Mukharrish,شرّ خم
IUMT-6.1.175,ulcerative drug,"Drug which produces ulceration on surface of
skin and mucous membrane",Muqarriḥ,حرّ قم
IUMT-6.1.176,vesicant drug,Drug which produces blisters on surface of skin,Munaffiṭ,طّفنم
IUMT-6.1.177,eruptive drug,Drug which causes eruptions,Mubaththir,رّثبم
IUMT-6.1.178,corrosive drug,"Drug that removes unwanted tissue from wound
for healing",Akkāl,لاکّ ا
IUMT-6.1.179,depilatory drug,Drug which removes hair from body surface,"Ḥāliq-i-Sha‘r / Ḥallāq /
Muzīl-i-Sha‘r","لیزم/قلاّ ح /رعش قلاح
رعش"
IUMT-6.1.180,dissipating drug,"Drug that dissipates delicate and wet parts of
organ and burns them",Muḥarriq,قرّ حم
IUMT-6.1.181,lithotriptic drug,Drug that breaks down calculi,"Mufattit-i-Ḥaṣāt /
Dawā’ al-Ḥaṣā","ءاود / تاصح تّتفم
ۃاصحلا"
IUMT-6.1.182,renal lithotriptic drug,Drug that breaks down renal calculi,Mufattit-i-Ḥaṣāt-i-Kulya,ہیلک تاصح تّتفم
IUMT-6.1.183,vesical lithotriptic drug,Drug that breaks down vesicular calculi,"Mufattit-i-
Ḥaṣāt-i-Mathāna",ہناثم تاصح تّتفم
IUMT-6.1.184,putrefactive drug,"Agent that putrefies morbid matter to expel it
easily from body",Mu‘affin,نّفعم
IUMT-6.1.185,suppurative drug,"Agent which produces or causes
production of pus",Muqayyiḥ,حّیقم
IUMT-6.1.186,sialagogue drug,Agent which increases salivation,Mul‘ib,بعلم
IUMT-6.1.187,"abscess / swelling
rupturing agent","Drug which ruptures matured swelling in order
to drain out pus",Mufajjir-i-Awrām,ماروارجّ فم
IUMT-6.1.188,escharotic agent,"Corrosive/caustic drug or substance which
destroys/burns surface of tissue/skin/organ",Kāwī,یواک
IUMT-6.1.189,sloughing agent,"Drug which acts superficially on surface of skin
and induces sloughing",Qāshir,رشاق
IUMT-6.1.190,refrigerant,"Drug which reduces body temperature from
normal limits",Mubarrid,درّ بم
IUMT-6.1.191,extinguishing drug,"Drug that lessens heat of humours and checks
their impetuosity",Muṭfī,ىفطم
IUMT-6.1.192,tonic,"Drug which strengthens organs of body for their
optimal functions",Muqawwī,یوّ قم
IUMT-6.1.193,tonic for vital organs,"Drug which strengthens vital organs of body for
their optimal functions",Muqawwī-i-A‘ḍā’ Ra’īsa,ہسیئر ءاضعا یوّ قم
IUMT-6.1.194,brain tonic,"Drug used for toning up brain, improving
its faculties",Muqawwī-i-Dimāgh,غامد ىوّ قم
IUMT-6.1.195,nervine tonic,"Drug used for toning up nerves, improving
their functions",Muqawwī-i-A‘ṣāb,باصعا یوّ قم
IUMT-6.1.196,eye tonic,Drug used for toning up and improving eyesight,Muqawwī-i-Baṣar,رصب ىوّ قم
IUMT-6.1.197,"tooth- and gum-
strengthening drugs","Drugs used for toning up gums and teeth,
binding gums and strengthening teeth","Muqawwiyāt-i-
Asnān-o-Litha",ہثل و نانسا تایوّ قم
IUMT-6.1.198,cardiotonic,"Drug used for toning up heart, improving
its functions",Muqawwī-i-Qalb,بلق یوّ قم
IUMT-6.1.199,hepatotonic,"Drug which tones up liver cells and improves
liver function","Muqawwī-i-Kabid /
Muqawwī-i-Jigar",رگج یوقم / دبک یوّ قم
IUMT-6.1.200,stomachic,"Drug used for toning up stomach; strengthens
stomach and improves its function",Muqawwī-i-Mi‘da,ہدعم یوّ قم
IUMT-6.1.201,renal tonic,"Drug used for toning up kidney; strengthens
kidney and improves its function",Muqawwī-i-Kulya,ہیلک یوّ قم
IUMT-6.1.202,vesical tonic,"Drug used for toning up urinary bladder;
strengthens urinary bladder and improves
its function",Muqawwī-i-Mathāna,ہناثم یوّ قم
IUMT-6.1.203,aphrodisiac,"Drug used for toning up sexual organs;
strengthens sexual organs and improves
their function",Muqawwī-i-Bāh,ہاب یوّ قم
IUMT-6.1.204,uterine tonic,"Drug used for toning up uterus; strengthens
uterus and improves its function",Muqawwī-i-Raḥim,محر یوّ قم
IUMT-6.1.205,pleasing agent,"Agent which increases sense of enjoyment and
pleasure of sexual act",Muladhdhidh,ذّذلم
IUMT-6.1.206,"childbirth-facilitating
agent","Agent that helps in quick childbirth, thereby
preventing prolonged labour; hastens or
facilitates childbirth mainly by stimulating
contraction of uterus",Mu‘ajjil al-Wilāda,ۃدلاولا لجعم
IUMT-6.1.207,hair-grower agent,Drug which promotes growth of hair,Munbit-i-Sha‘r,رعش تبنم
IUMT-6.1.208,hair-elongater agent,Drug which increases length of hair,Muṭawwil-i-Sha‘r,رعش لوّ طم
IUMT-6.1.209,repellent agent,"Drug which diverts matter from one part of body/
organ to another part",Rādi‘,عدار
IUMT-6.1.210,thickener/inspissant,"Agent which increases the viscosity of humours
of body to make them thicker than their
moderate consistency or previous state",Mughalliẓ,ظّلغم
IUMT-6.1.211,semen inspissant,Agent which increases viscosity of semen,Mughalliẓ-i-Manī,ینم ظّلغم
IUMT-6.1.212,condensing agent,"Agent which induces or helps to induce
coagulation; drugs with cold and astringent
properties have grumous effect on humours",Mujammid,دمّ جم
IUMT-6.1.213,"swelling-hardening
agent","Drug that causes conversion of body swellings
into hard masses",Muṣallib-i-Awrām,ماروا بّلصم
IUMT-6.1.214,anaesthetic agent,Agent which causes loss of sensation in organ,Mukhaddir,ردّ خم
IUMT-6.1.215,hypnotic agent,Drug which induces sleep,Munawwim,موّ نم
IUMT-6.1.216,"soothing agent /
calming agent","Agent which calms a patient, eases agitation
and induces sleep; also used to neutralize the
hotness of humours",Musakkin,نکّ سم
IUMT-6.1.217,humours-calming agent,"Drug that cools down heat of humours, restricts
their unnatural agitation and excitement",Musakkin-i-Akhlāṭ,طلاخا نکّ سم
IUMT-6.1.218,febrifuge,Drug that lowers body heat,Musakkin-i-Ḥarārat,ترارح نکّ سم
IUMT-6.1.219,analgesic,Drug that relieves pain,"Musakkin-i-Alam /
Musakkin al-Waja‘",عجولا نکسم / ملا نکّ سم
IUMT-6.1.220,brain-calming agent,"Agent which reduces irritability or
excitement of brain",Musakkin-i-Dimāgh,غامد نکّ سم
IUMT-6.1.221,heart-calming agent,"Drug that lessens abnormally increased
force and frequency of heart action",Musakkin-i-Qalb,بلق نکّ سم
IUMT-6.1.222,broncho-relaxant,"Drug that relieves irritation of
respiratory function",Musakkin-i-Tanaffus,سفنت نکّ سم
IUMT-6.1.223,stomach-calming agent,"Drug that reduces irritability of stomach and
thus diminishes pain, nausea and vomiting",Musakkin-i-Mi‘da,ہدعم نکّ سم
IUMT-6.1.224,antiemetic,Drug that is effective against vomiting,Musakkin-i-Qay’,ءیق نکّ سم
IUMT-6.1.225,antinauseant,Drug that prevents or counteracts nausea,Musakkin-i-Ghathayān,نایثغ نکّ سم
IUMT-6.1.226,humidifying drug,"Drug that generates wetness due to its
excessive moisture",Muraṭṭib,بطّ رم
IUMT-6.1.227,flatulent,"Agent which causes accumulation of gas in
alimentary tract","Muwallid-i-Riyāḥ /
Munaffikh/Naffākh",خاّفن/خّفنم / حایر دّلوم
IUMT-6.1.228,vaporific,Agent which produces abnormal gases in body,Mubakhkhir,رخّ بم
IUMT-6.1.229,abluent,"Liquid agent which cleanses treated part due to
its detergent property",Ghassāl,لاسّ غ
IUMT-6.1.230,wound-polluting agent,"Agent which makes wounds dirty and
delays healing",Muwassikh,خسّ وم
IUMT-6.1.231,lubricating agent,"Drug that makes wastes slip out of organ by its
lubricating property",Muzliq,قلزم
IUMT-6.1.232,emollient,"Greasing drug that provides
lubrication to surface",Mumallis,سّلمم
IUMT-6.1.233,drying agent,"Dryness-producing drug that causes dryness by
decreasing exudation resulting from
constrictions of local blood vessels and thus
helps in healing wounds",Mujaffif,فّفجم
IUMT-6.1.234,desiccant,Drug that produces dryness through desiccation,Munashshif,فشّ نم
IUMT-6.1.235,squeezing drug,"Drug that squeezes out all secretions present in
organ spaces",‘Āṣir,رصاع
IUMT-6.1.236,astringent,"Drug that causes contraction of body
tissues and lumen",Qābiḍ,ضباق
IUMT-6.1.237,"constipation-inducing
drug","Drug which decreases peristaltic movement of
intestine or its secretions, leading to
constipation",Qābiḍ-i-Am‘ā’,ءاعما ضباق
IUMT-6.1.238,vasoconstrictor,"Drug that causes contraction of vascular
tissues, leading to decreased circulation",Qābiḍ-i-‘Urūq,قورع ضباق
IUMT-6.1.239,myoconstrictor drug,Drug that causes contraction of muscular tissue,Qābiḍ-i-‘Aḍalāt,تلاضع ضباق
IUMT-6.1.240,anastaltic drug,"Drug that checks any abnormal secretion or
excretion from body",Ḥābis,سباح
IUMT-6.1.241,antidiarrhoeal drug,,"Ḥābis al-Ishāl /
Ḥābis-i-Baṭn","سباح / لاھسلاا سباح
نطب"
IUMT-6.1.242,antidiuretic drug,Drug that suppresses urinary excretion,Ḥābis al-Bawl,لوبلا سباح
IUMT-6.1.243,haemostyptic drug,"Drug that stops bleeding by decreasing blood
circulation to part or by constricting
vessels locally",Ḥābis-i-Dam,مد سباح
IUMT-6.1.244,ischidrotic drug,Drug that checks excessive perspiration,Ḥābis-i-‘Araq,قرع سباح
IUMT-6.1.245,antiperspirant drug,"Drug that decreases production of
sweat from body",Māni‘-i-‘Araq,قرع عنام
IUMT-6.1.246,sweat-altering agent,"Drug which changes quality of sweat when
excreted through perspiration",Mughayyirāt-i-‘Araq,قرع تارّیغم
IUMT-6.1.247,glueing drug,"Mucilaginous drug which produces stickiness on
mouth of bleeding vessels after internal
administration and thus helps to check internal
haemorrhage",Mugharrī,یرّ غم
IUMT-6.1.248,vulnerary agent,"Drug that helps in process of wound healing and
scar formation",Mudammil,لمّ دم
IUMT-6.1.249,"flesh/tissue
growing agent",Drug that regenerates flesh for healing wound,Munbit-i-Laḥm,محل تبنم
IUMT-6.1.250,cicatrizant,"Drug that dries up wound and its secretions,
eventually forming scar",Khātim,متاخ
IUMT-6.1.251,anaphrodisiac,Drug that causes loss of libido,Qaṭi‘-i-Bāh,ہاب عطاق
IUMT-6.1.252,libido suppressant,Drug that weakens sexual function,Muḍ‘if-i-Bāh,ہاب فعضم
IUMT-6.1.253,nutritive,Drug that provides nutrition,Mughadhdhī,یّذغم
IUMT-6.1.254,antagonist,Dug that counters action of another drug,Muḍādd,داضم
IUMT-6.1.255,"humoural heat
increasing drug","Drug that increases heat in humours, causing
agitation, excitement and expansion in them",Muthawwir-i-Akhlāṭ,طلاخا روّ ثم
IUMT-6.1.256,"haematogenic/
haematopoietic/
blood producing",Drug that improves production of blood,Muwallid-i-Khūn,نوخ دّلوم
IUMT-6.1.257,spermatogenic,Drug that improves production of semen,Muwallid-i-Manī,ینم دّلوم
IUMT-6.1.258,galactopoietic,Agent that induces milk secretion,Muwallid-i-Laban,نبل دّلوم
IUMT-6.1.259,antigalactic,Drug that decreases production of milk,Muqallil-i-Laban,نبل لّلقم
IUMT-6.1.260,galactogogue,Drug that increases production of milk,Mudirr-i-Laban,نبل رّ دم
IUMT-6.1.261,diuretic,Drug that increases excretion of urine,Mudirr-i-Bawl,لوب رّ دم
IUMT-6.1.262,emmenagogue,Drug that induces/increases menstrual bleeding,Mudirr-i-Ḥayḍ,ضیح رّ دم
IUMT-6.1.263,anthelmintic,"Vermicide, drug that kills intestinal worms",Qātil-i-Dīdān-i-Am‘ā’,ءاعما نادید لتاق
IUMT-6.1.264,vermifuge,Drug that expels intestinal worms,Mukhrij-i-Dīdān-i-Am‘ā’,ءاعما نادید جرخم
IUMT-6.1.265,abortifacient,Drug that causes abortion,"Musqiṭ-i-Janīn/
Mukhrij-i-Janīn",نینج جرخم /نینج طقسم
IUMT-6.1.266,hepatoprotective,"Drug that protects liver tissues from harmful or
toxic effects",Muḥāfiẓ-i-Jigar,رگج ظفاحم
IUMT-6.1.267,semen-reducing agent,Agent which reduces production of seminal fluid,"Qāṭi‘-i-Manī /
Muqallil-i-Manī",ینم لّلقم / ینم عطاق
IUMT-6.1.268,semen retentive agent,Drug that delays ejaculation,Mumsik-i-Manī,ینم کسمم
IUMT-6.1.269,"drug causing uterine
debility",Drug that causes debility of uterus,Muḍ‘if-i-Raḥim,محر فعضم
IUMT-6.1.270,"drug causing diminished
vision",Drug that causes decrease in vision,Muḍ‘if-i-Baṣar,رصب فعضم
IUMT-6.1.271,"drug causing diminished
brain function",Drug that causes decrease in functions of brain,Muḍ‘if-i-Dimāgh,غامد فعضم
IUMT-6.1.272,"drug causing
heart weakness","Drug that produces weakness in heart
functioning",Muḍ‘if-i-Qalb,بلق فعضم
IUMT-6.1.273,convulsant/spasmodic,Drug which produces convulsion/spasm,Mushannij,جّنشم
IUMT-6.1.274,"anticonvulsant/
antispasmodic","Drug that decreases the contractibility of
muscles by acting through CNS; this term is
also used for agents having
antispasmodic activity",Dāfi‘-i-Tashannuj,جّنشت عفاد
IUMT-6.1.275,antiseptic,Drug that prevents/removes putrefaction,"Dāfi‘-i-Ta‘affun / Māni‘-i-
‘Ufūnat/Dāfi‘-i-‘Ufūnat","/تنوفع عنام / نّفعت عفاد
تنوفع عفاد"
IUMT-6.1.276,antipyretic,Drug that reduces increased body temperature,"Dāfi‘-i-Ḥummā /
Māni‘-i-Ḥarārat",ترارح عنام / یٰ مّ ح عفاد
IUMT-6.1.277,diaphoretic,Drug which induces perspiration,Mu‘arriq,قرّ عم
IUMT-6.1.278,antiperiodic,"Drug that prevents recurrence of periodic
attacks of fever",Māni‘-i-Nawbat,تبون عنام
IUMT-6.1.279,libido stimulant,Drug that increases sexual desire,Mubhī,یھبم
IUMT-6.1.280,intoxicant,Drug that induces intoxication or drunkenness,Muskir,ركسم
IUMT-6.1.281,mouth freshener,Drug that makes mouth fresher and cleaner,Muṭīb-i-Dahan,نہد بیطم
IUMT-6.1.282,sternutatory drug,Drug that induces sneezing,Mu‘aṭṭis,سطّ عم
IUMT-6.1.283,emetic,Agent that induces vomiting,Muqī,ىقم
IUMT-6.1.284,adhesive drug,Drug that helps to stick a material to a surface,Mulziq / Mulṣiq,قصلم / قزلم
IUMT-6.1.285,penetrative,"Absorption-enhancing drug that makes other
drugs reach target organ easily",Munaffidh,ذفنم
IUMT-6.1.286,obstruent,"Agent which obstructs or close natural openings
or passages of body",Musaddid,ددّ سم
IUMT-6.1.287,adjuvant,"Drug that is given in addition to
primary treatment",Mu‘īn,نیعم
IUMT-6.1.288,"conception-promoting
drug","Drug that facilitates and increases probability
of conception",Mu‘īn-i-Ḥaml,لمح نیعم
IUMT-6.1.289,"semen discharge
improver","Drug which, on account of its hot quality,
stimulates production and reduces viscosity of
semen and relaxes passage for its
smooth discharge",Mudirr-i-Manī,ینم رّ دم
IUMT-6.1.290,skin pore opening drugs,,"Al-Adwiya
al-Mukhalkhila",ۃلخلخملا ۃیودلاا
IUMT-6.1.291,"skin pore constricting
drugs",,Al-Adwiya al-Mukaththifa,ۃفثکملا ۃیودلاا
IUMT-6.1.292,soporific,"Drug that induces drowsiness, leading to sleep",Musbit,تبسم
IUMT-6.1.293,thrombogenic,"Agent that produces coagulation of blood, which
may lead to development of thrombus",Mukhaththir al-Dam,مدلارثخم
IUMT-6.1.294,vehicle,"Drug enhancing absorption of another drug; a
drug or substance which helps main drug in
absorption and reaching target; it may be an
inert substance or of therapeutic value in
potentiating effect of main drug",Badraqa / Mubadriq,قردبم / ہقردب
IUMT-6.1.295,stale,"Change in appearance and taste of a drug
due to moulds",Takarruj,جرّ كت
IUMT-6.2.0,pharmacy,Science of preparing and dispensing drugs,"‘Ilm al-Ṣaydala / Dawā
Sāzī/Ṣaydna","/یزاساود / ۃلديصلا ملع
ہندیص"
IUMT-6.2.1,druggist/pharmacist,"Health professional who practises pharmacy or
is associated with production, distribution and
monitoring of drugs","Ṣaydalī /
Ṣaydanānī/ Ṣaydalānī","/یناندیص / یلدیص
ینلادیص"
IUMT-6.2.2,general pharmacy,"Application of major processes of preparing and
dispensing drugs on large scale
(industrial pharmacy)",Khāṣ Dawā Sāzī,ىزاساود صاخ
IUMT-6.2.3,dispensing pharmacy,"Application of minor processes for dispensing
individual dosage of drugs",Juzwī Dawā Sāzī,ىزاساود ىوزج
IUMT-6.2.4,binders,"Binding materials added to powdered drugs for
making pills/tablets",Rābiṭāt / Rābiṭa,ۃطبار / تاطبار
IUMT-6.2.5,dough,"Dough form of drug prepared by kneading after
adding water or any other suitable liquid
medium to powdered ingredients",Lubdī,یدبل
IUMT-6.2.6,bolus of fresh drugs,"Fresh plant drugs crushed and mixed to form a
bolus and used to cover another drug that is
intended to be processed; if fresh drug is not
available then bolus is formed with dry drugs by
adding water",Nughda,ہدغن
IUMT-6.2.7,pill,"Solid, small, rounded medicinal preparation for
oral administration; this term does not cover
Ḥabb mentioned under Unani pharmacology",Ḥabb/ Ḥubūb,بوبح /بح
IUMT-6.2.8,tablet,"A solid, flat and circular medicinal preparation of
varying size and weight",Qurṣ,صرق
IUMT-6.2.9,big pill,Larger pill (size of soap nut),Bunduqa / Banādiq,قدانب /ۃقدنب
IUMT-6.2.10,suppository,"Solid conical medicinal preparation made from
thick paste of finely powdered drugs with
suitable liquid media, used locally as such or
after grinding; used as suppository in vaginal
ailments and fine powder is used in eyes with
help of an applicator",Shiyāf,فایش
IUMT-6.2.11,tampon,"Piece of cloth soaked or dipped in a mixture of
certain drugs for vaginal or rectal use",Ḥamūl,لومح
IUMT-6.2.12,pessary,"Solid medicinal preparation in roughly conical or
cylindrical shape, designed to be inserted
into vagina",Firzaja,ہجزرف
IUMT-6.2.13,medicated wick,"Piece of cotton soaked or dipped in a liquid
mixture of certain drugs for application in
vagina, rectum or other body orifices",Fatīla,ہلیتف
IUMT-6.2.14,powder,"Form of dried fine particles obtained by grinding
a drug or combination of drugs",Safūf,فوفس
IUMT-6.2.15,tooth powder,"Finely ground preparation of drugs used for
cleaning teeth and treating certain diseases of
teeth and gums",Sanūn / Manjan,نجنم / نونس
IUMT-6.2.16,dusting powder,"Fine powder of drugs used for dusting on
wounds, ulcers or skin eruptions",Dharūr,رورذ
IUMT-6.2.17,insufflation,"Finely powdered drug that is blown with help of
a tube into nose, throat or any other
opening of body",Nafūkh,خوفن
IUMT-6.2.18,chewable drug,"A (crude or finished) chewable drug to be kept in
mouth and masticated for local effects",Maḍūgh,غوضم
IUMT-6.2.19,snuff,"Finely powdered drug that is inhaled to
induce sneezing",‘Aṭūs,سوطع
IUMT-6.2.20,"eye-dusting powder /
eye coolant","(1) A microfine powder of drugs with cooling
effect meant for dusting in eyes; (2) cold drugs
put in a Potlī (small bag) and placed on eyes
to cool them",Barūd,دورب
IUMT-6.2.21,drops,"Liquid drug taken in doses measured by drops,
natural orifices being common route of
administration",Qaṭūr,روطق
IUMT-6.2.22,eye drops,"Liquid drug taken in doses measured by drops
and used in different eye ailments",Qaṭūr-i-Chashm,مشچ روطق
IUMT-6.2.23,ear drops,"Liquid drug taken in doses measured by drops
and used in different ear ailments",Qaṭūr-i-Udhun,نذا روطق
IUMT-6.2.24,nasal drops,"Liquid drug taken in doses measured by drops
and used in different nasal ailments",Qaṭūr-i-Anf,فنا روطق
IUMT-6.2.25,throat drops,"Medicated liquid preparation instilled in throat
drop-by-drop",Wajūr,روجو
IUMT-6.2.26,collyrium,"Microfine powder of drugs including antimony
used as ophthalmic medicine/eyeliner",Kuḥl / Surma,ہمرس / لحک
IUMT-6.2.27,"topical ophthalmic
medicament / eyeliner","Semi-solid dosage form prepared by mixing
smoke collected from burning of drugs and
some oily substance, used both as eyeliner and
topical ophthalmic medicament",Kājal,لجاک
IUMT-6.2.28,"aromatic powder /
perfumed powder","Aromatic powder, prepared from specific
aromatic herbs for local application",Ghāliya,ہیلاغ
IUMT-6.2.29,face powder,"Fine powder of drugs that is applied on face to
improve complexion",Ghāza,ہزاغ
IUMT-6.2.30,depilatory,Medicine used to remove unwanted hair,Nawra,ہرون
IUMT-6.2.31,fomentation,"Powder of drugs tied in a piece of cloth (bag)
and used for local fomentation after
heating/cooling it",Kimād,دامک
IUMT-6.2.32,fruit preserve,"Fruit preserve prepared from boiled and pierced
fruits mixed in sugar syrup of certain
consistency; fruits of medicinal importance, such
as gooseberry, are preserved for future use",Murabbā / Parvarda,ہدرورپ / یٰ ّبرم
IUMT-6.2.33,dry extract,"Solid preparation obtained by drying juice of
fresh plants or fruits mixed with a base of sugar
and dried by artificial heat or in sun",Rubb/ Rubūb,بوبر /بر
IUMT-6.2.34,electuary,"Semi-solid dosage form prepared by mixing
powdered drug in base of sugar syrup or honey",Ma‘jūn,نوجعم
IUMT-6.2.35,antidote,"Electuary which eliminates toxicity and
preserves the life",Tiryāq,قایرت
IUMT-6.2.36,opium electuary,"Semi-solid medicinal preparation with opium as
its main ingredient",Barsha‘shā’,ءاشعشرب
IUMT-6.2.37,"electuary based on
three medicinal fruits","Semi-solid medicinal preparation containing
Phyllanthus emblica, Terminalia chebula and
Terminalia bellirica as main ingredients along
with other drugs",Iṭrīfal,لفیرطا
IUMT-6.2.38,saffron-based electuary,"Semi-solid medicinal preparation containing
saffron as chief ingredient",Amrūsiyā,ایسورما
IUMT-6.2.39,"gooseberry-based
electuary","Electuary which contains gooseberry as
main ingredient",Anoshdārū,ورادشونا
IUMT-6.2.40,marking-nut electuary,"Semi-solid compound medicinal preparation
containing Semecarpus anacardium as its
main ingredient",Anqardiyā,ایدرقنا
IUMT-6.2.41,kernel-based electuary,"Electuary which contains powder of seed
kernels as main ingredients along with other
medicinal agents",Labūb,بوبل
IUMT-6.2.42,"blended whitish and frothy
semi-solid preparation","Type of Ma‘jūn obtained by mixing decoction of
drugs in a base of purified honey, sugar or
jaggery; mixture is continuously stirred while still
hot, until it becomes thick and white; ingredients
of non-plant drugs and some plant material are
included in it either in powder or paste form; a
delicious and palatable preparation mainly used
in management of diseases of heart and brain",Khamīra,ہریمخ
IUMT-6.2.43,flower conserve,"Semi-solid medicinal preparation of flower
petals; a form of semi-solid drug in which rose
or other flower petals are preserved in a thick
sugar-based syrup",Gulqand / Gulshakar,رکش لگ / دنقلگ
IUMT-6.2.44,rose-petal conserve,"Semi-solid medicinal preparation in which rose
petals are preserved in a thick
honey-based syrup",Julanjabīn / Gulangbīn,نیبگنا لگ / نیبجنلج
IUMT-6.2.45,musk-based electuary,"A type of semi-solid compound medicinal
preparation with musk and precious stones as
its main ingredients",Dawā’ al-Misk,کسملاءاود
IUMT-6.2.46,exhilarant electuary,"A type of semi-solid compound medicinal
preparation having aromatic drugs as main
ingredients, producing exhilarant effect; this
term does not cover Mufarriḥ mentioned under
Unani pharmacology",Mufarriḥ,حرّ فم
